commanded position, signed delta, theoretical position, actual position, error
1.5533, -0.62, 1.55,1.7024,0.1491
-1.61238, 3.16, -1.61,-1.61,-0.00238
-5.64471, 4.03, -5.64,-5.64,-0.00471
9.92991, -15.57, 9.93,9.7776,-0.15231
9.58097, -0.35, 9.58,9.7324,0.15143
5.94298, 3.64, 5.94,5.94,-0.00298
6.84989, -0.91, 6.85,6.6976,-0.15229
1.6072, -5.24, 1.61,1.7624,0.1552
-6.40583, 8.02, -6.41,-6.41,0.00417
-6.67741, 0.27, -6.68,-6.68,0.00259
9.83357, -16.51, 9.83,9.6776,-0.15597
1.45759, -8.37, 1.46,1.6124,0.15481
2.58135, -1.12, 2.58,2.4276,-0.15375
-4.47809, -7.06, -4.48,-4.3276,-0.15049
1.82417, -6.3, 1.82,1.6676,-0.15657
9.93802, 8.12, 9.94,9.94,0.00198
-5.82655, -15.77, -5.83,-5.6776,-0.14895
6.26023, -12.09, 6.26,6.1076,-0.15263
1.124, -5.14, 1.12,1.2724,0.1484
7.56674, -6.45, 7.57,7.4176,-0.14914
6.94778, -0.62, 6.95,7.1024,0.15462
-2.9032, 9.85, -2.9,-2.9,-0.0032
-3.05745, 0.16, -3.06,-3.06,0.00255
-0.57049, -2.49, -0.57,-0.7224,0.15191
-2.32646, -1.76, -2.33,-2.1776,-0.14886
-1.34193, -0.99, -1.34,-1.4924,0.15047
2.28895, 3.63, 2.29,2.29,0.00105
2.987, 0.7, 2.99,2.99,0.003
4.90333, 1.91, 4.9,4.9,-0.00333
2.28892, -2.61, 2.29,2.4424,0.15348
-7.41367, 9.7, -7.41,-7.41,-0.00367
1.5048, -8.91, 1.5,1.3476,-0.1572
5.89914, 4.4, 5.9,5.9,0.00086
3.65549, -2.24, 3.66,3.8124,0.15691
1.00843, 2.65, 1.01,1.01,0.00157
-9.08282, 10.09, -9.08,-9.08,-0.00282
3.73936, -12.82, 3.74,3.5876,-0.15176
-5.23791, -8.98, -5.24,-5.0876,-0.15031
0.08266, -5.32, 0.08,-0.0724,-0.01026
6.07311, 5.99, 6.07,6.07,-0.00311
5.47064, -0.6, 5.47,5.6224,0.15176
8.98532, -3.52, 8.99,8.8376,-0.14772
5.73011, -3.26, 5.73,5.8824,0.15229
-5.50104, 11.23, -5.5,-5.5,-0.00104
0.3465, -5.85, 0.35,0.1976,-0.1489
-6.13948, -6.49, -6.14,-5.9876,-0.15188
6.20972, -12.35, 6.21,6.0576,-0.15212
4.21238, -2, 4.21,4.3624,0.15002
5.28928, -1.08, 5.29,5.1376,-0.15168
-7.33379, -12.62, -7.33,-7.1776,-0.15619
-5.18841, -2.14, -5.19,-5.3424,0.15399
-0.11508, 5.07, -0.12,-0.12,0.00492
4.34619, 4.47, 4.35,4.35,0.00381
6.20169, 1.85, 6.2,6.2,-0.00169
-1.12528, -7.33, -1.13,-0.9776,-0.14768
0.53331, -1.66, 0.53,0.3776,-0.15571
9.39002, 8.86, 9.39,9.39,-2E-05
4.67416, -4.72, 4.67,4.8224,0.14824
-5.74344, 10.41, -5.74,-5.74,-0.00344
-1.1006, -4.64, -1.1,-1.2524,0.1518
-4.27573, -3.18, -4.28,-4.1276,-0.14813
2.21116, -6.49, 2.21,2.0576,-0.15356
3.82955, 1.62, 3.83,3.83,0.00045
-5.45539, -9.29, -5.46,-5.3076,-0.14779
6.09461, -11.55, 6.09,5.9376,-0.15701
-8.78672, -14.88, -8.79,-8.6376,-0.14912
-9.47643, 0.69, -9.48,-9.48,0.00357
5.7792, -15.26, 5.78,5.6276,-0.1516
4.30833, -1.47, 4.31,4.4624,0.15407
-2.70697, 7.02, -2.71,-2.71,0.00303
2.71518, -5.43, 2.72,2.5676,-0.14758
5.44926, 2.73, 5.45,5.45,0.00074
1.81215, -3.64, 1.81,1.9624,0.15025
5.73327, -3.92, 5.73,5.5776,-0.15567
8.19738, 2.47, 8.2,8.2,0.00262
5.37231, -2.83, 5.37,5.5224,0.15009
-1.30555, 6.68, -1.31,-1.31,0.00445
-5.76554, 4.46, -5.77,-5.77,0.00446
4.95431, -10.72, 4.95,4.7976,-0.15671
-4.55769, -9.51, -4.56,-4.4076,-0.15009
-7.34608, 2.79, -7.35,-7.35,0.00392
-4.83543, -2.51, -4.84,-4.9924,0.15697
9.82288, 14.66, 9.82,9.82,-0.00288
-2.63053, -12.45, -2.63,-2.4776,-0.15293
0.01103, -2.64, 0.01,-0.1424,0.13137
-7.31889, -7.33, -7.32,-7.1676,-0.15129
-3.06979, -4.25, -3.07,-3.2224,0.15261
4.73232, 7.8, 4.73,4.73,-0.00232
-7.49512, -12.23, -7.5,-7.3476,-0.14752
9.7248, -17.22, 9.72,9.5676,-0.1572
6.88843, -2.83, 6.89,7.0424,0.15397
1.51933, 5.37, 1.52,1.52,0.00067
-8.2819, 9.8, -8.28,-8.28,-0.0019
-9.65047, 1.37, -9.65,-9.65,-0.00047
4.23053, -13.88, 4.23,4.0776,-0.15293
4.86279, 0.63, 4.86,4.86,-0.00279
4.01666, -0.84, 4.02,4.1724,0.15574
6.19628, -2.18, 6.2,6.0476,-0.14868
0.36286, -5.84, 0.36,0.5124,0.14954
-5.37082, 5.73, -5.37,-5.37,-0.00082
7.10209, -12.47, 7.1,6.9476,-0.15449
3.4499, -3.65, 3.45,3.6024,0.1525
3.75551, -0.31, 3.76,3.6076,-0.14791
-9.24261, -13, -9.24,-9.0876,-0.15501
8.31069, -17.55, 8.31,8.1576,-0.15309
9.97046, 1.66, 9.97,9.97,-0.00046
-8.44921, -18.42, -8.45,-8.2976,-0.15161
8.91963, -17.37, 8.92,8.7676,-0.15203
-1.95236, -10.87, -1.95,-1.7976,-0.15476
-0.22762, -1.72, -0.23,-0.3824,0.15478
4.62375, 4.85, 4.62,4.62,-0.00375
3.47151, -1.15, 3.47,3.6224,0.15089
6.25078, -2.78, 6.25,6.0976,-0.15318
-2.52787, -8.78, -2.53,-2.3776,-0.15027
-5.49551, 2.97, -5.5,-5.5,0.00449
-9.32819, 3.83, -9.33,-9.33,0.00181
-3.29904, -6.03, -3.3,-3.4524,0.15336
8.15158, 11.45, 8.15,8.15,-0.00158
-8.339, -16.49, -8.34,-8.1876,-0.1514
-9.78023, 1.44, -9.78,-9.78,-0.00023
-2.90852, -6.87, -2.91,-3.0624,0.15388
-2.61579, 0.29, -2.62,-2.62,0.00421
7.28643, 9.91, 7.29,7.29,0.00357
-9.24332, -16.53, -9.24,-9.0876,-0.15572
0.21526, -9.46, 0.22,0.0676,-0.14766
7.83734, 7.62, 7.84,7.84,0.00266
-3.42273, -11.26, -3.42,-3.2676,-0.15513
-0.40429, -3.02, -0.4,-0.5524,0.14811
3.39533, 3.8, 3.4,3.4,0.00467
-8.70608, -12.11, -8.71,-8.5576,-0.14848
5.42078, -14.13, 5.42,5.2676,-0.15318
8.31005, 2.89, 8.31,8.31,-5E-05
-4.14762, -12.46, -4.15,-3.9976,-0.15002
5.89685, -10.05, 5.9,5.7476,-0.14925
-3.72988, -9.63, -3.73,-3.5776,-0.15228
-7.0874, 3.36, -7.09,-7.09,0.0026
9.03823, -16.13, 9.04,8.8876,-0.15063
-5.57287, -14.61, -5.57,-5.4176,-0.15527
-0.20637, -5.36, -0.21,-0.3624,0.15603
-8.24619, -8.04, -8.25,-8.0976,-0.14859
-4.16919, -4.08, -4.17,-4.3224,0.15321
8.79445, 12.96, 8.79,8.79,-0.00445
1.771, -7.02, 1.77,1.9224,0.1514
8.92811, -7.16, 8.93,8.7776,-0.15051
0.7084, -8.22, 0.71,0.8624,0.154
3.18871, -2.48, 3.19,3.0376,-0.15111
1.88965, -1.3, 1.89,2.0424,0.15275
3.99126, -2.1, 3.99,3.8376,-0.15366
-0.37817, -4.37, -0.38,-0.2276,-0.15057
6.95408, -7.33, 6.95,6.7976,-0.15648
7.54917, 0.6, 7.55,7.55,0.00083
1.84831, -5.7, 1.85,2.0024,0.15409
5.70444, -3.85, 5.7,5.5476,-0.15684
-5.65106, -11.35, -5.65,-5.4976,-0.15346
-6.10014, 0.45, -6.1,-6.1,-0.00014
-3.27926, -2.82, -3.28,-3.4324,0.15314
-2.37722, 0.9, -2.38,-2.38,0.00278
0.36456, 2.74, 0.36,0.36,-0.00456
-8.63081, -8.99, -8.63,-8.4776,-0.15321
9.55466, -18.18, 9.55,9.3976,-0.15706
6.78859, -2.76, 6.79,6.9424,0.15381
4.72068, 2.07, 4.72,4.72,-0.00068
-1.45743, 6.18, -1.46,-1.46,0.00257
9.6526, -11.11, 9.65,9.4976,-0.155
5.98737, -3.66, 5.99,6.1424,0.15503
6.09064, -0.1, 6.09,5.9376,-0.15304
-7.34345, -13.43, -7.34,-7.1876,-0.15585
-7.76627, 0.43, -7.77,-7.77,0.00373
8.90463, -16.67, 8.9,8.7476,-0.15703
-8.32175, -17.22, -8.32,-8.1676,-0.15415
-0.98867, -7.33, -0.99,-1.1424,0.15373
-5.42925, -4.44, -5.43,-5.2776,-0.15165
-7.72994, 2.3, -7.73,-7.73,6E-05
0.31921, -8.05, 0.32,0.1676,-0.15161
3.54826, 3.23, 3.55,3.55,0.00174
6.88744, 3.34, 6.89,6.89,0.00256
5.34633, -1.54, 5.35,5.5024,0.15607
-1.57171, 6.92, -1.57,-1.57,-0.00171
1.68649, -3.26, 1.69,1.5376,-0.14889
3.18176, 1.49, 3.18,3.18,-0.00176
1.78345, -1.4, 1.78,1.9324,0.14895
-5.87507, 7.66, -5.88,-5.88,0.00493
6.42569, -12.31, 6.43,6.2776,-0.14809
9.39229, 2.96, 9.39,9.39,-0.00229
-4.58481, -13.97, -4.58,-4.4276,-0.15721
8.86025, -13.44, 8.86,8.7076,-0.15265
-4.85197, -13.71, -4.85,-4.6976,-0.15437
-5.20272, 0.35, -5.2,-5.2,-0.00272
-7.94028, 2.74, -7.94,-7.94,-0.00028
-6.96595, -0.97, -6.97,-7.1224,0.15645
-6.45487, 0.52, -6.45,-6.45,-0.00487
-2.41186, 4.04, -2.41,-2.41,-0.00186
3.45666, 5.87, 3.46,3.46,0.00334
3.92159, 0.46, 3.92,3.92,-0.00159
8.0622, 4.14, 8.06,8.06,-0.0022
-0.4286, -8.49, -0.43,-0.2776,-0.151
2.89984, -3.33, 2.9,2.7476,-0.15224
-4.24889, -7.15, -4.25,-4.0976,-0.15129
1.75596, -6.01, 1.76,1.6076,-0.14836
-2.2223, -3.98, -2.22,-2.0676,-0.1547
4.3641, -6.58, 4.36,4.2076,-0.1565
-7.76001, -12.12, -7.76,-7.6076,-0.15241
9.76284, -17.52, 9.76,9.6076,-0.15524
-6.68904, -16.45, -6.69,-6.5376,-0.15144
9.1879, -15.88, 9.19,9.0376,-0.1503
8.02954, -1.16, 8.03,8.1824,0.15286
-6.79639, 14.83, -6.8,-6.8,0.00361
9.58534, -16.39, 9.59,9.4376,-0.14774
3.23144, -6.36, 3.23,3.3824,0.15096
7.75377, -4.52, 7.75,7.5976,-0.15617
-3.86277, -11.61, -3.86,-3.7076,-0.15517
-6.68868, 2.83, -6.69,-6.69,0.00132
7.40962, -14.1, 7.41,7.2576,-0.15202
3.10191, -4.31, 3.1,3.2524,0.15049
-5.06807, 8.17, -5.07,-5.07,0.00193
3.7676, -8.84, 3.77,3.6176,-0.15
8.53398, 4.76, 8.53,8.53,-0.00398
-9.19806, -17.73, -9.2,-9.0476,-0.15046
-1.08237, -8.12, -1.08,-1.2324,0.15003
-5.94288, -4.86, -5.94,-5.7876,-0.15528
9.6153, -15.56, 9.62,9.4676,-0.1477
0.27371, -9.35, 0.27,0.4224,0.14869
1.30836, -1.04, 1.31,1.1576,-0.15076
7.4031, 6.09, 7.4,7.4,-0.0031
7.97752, 0.58, 7.98,7.98,0.00248
2.69148, -5.29, 2.69,2.8424,0.15092
0.73515, 1.95, 0.74,0.74,0.00485
1.93101, -1.19, 1.93,1.7776,-0.15341
-1.97842, -3.91, -1.98,-1.8276,-0.15082
-3.38465, 1.4, -3.38,-3.38,-0.00465
1.76561, -5.15, 1.77,1.6176,-0.14801
2.96515, 1.2, 2.97,2.97,0.00485
4.04394, 1.07, 4.04,4.04,-0.00394
-2.94798, -6.99, -2.95,-2.7976,-0.15038
-3.10545, 0.16, -3.11,-3.11,0.00455
0.04466, -3.15, 0.04,-0.1124,0.06774
0.64538, 0.61, 0.65,0.65,0.00462
-7.26245, -7.91, -7.26,-7.1076,-0.15485
2.51712, -9.78, 2.52,2.3676,-0.14952
-2.07912, -4.6, -2.08,-1.9276,-0.15152
2.95682, -5.04, 2.96,2.8076,-0.14922
1.50425, -1.46, 1.5,1.6524,0.14815
9.6079, -8.11, 9.61,9.4576,-0.1503
-7.98294, -17.59, -7.98,-7.8276,-0.15534
-9.01754, 1.04, -9.02,-9.02,0.00246
3.08388, -12.1, 3.08,2.9276,-0.15628
1.3868, -1.69, 1.39,1.5424,0.1556
-2.90659, 4.3, -2.91,-2.91,0.00341
2.09634, -5.01, 2.1,1.9476,-0.14874
7.99376, 5.89, 7.99,7.99,-0.00376
-7.86319, -15.85, -7.86,-7.7076,-0.15559
-6.052, -1.81, -6.05,-6.2024,0.1504
-4.1899, 1.86, -4.19,-4.19,0.0001
1.30551, 5.5, 1.31,1.31,0.00449
-4.07299, -5.38, -4.07,-3.9176,-0.15539
-7.71459, 3.64, -7.71,-7.71,-0.00459
-6.89042, -0.82, -6.89,-7.0424,0.15198
1.26306, 8.15, 1.26,1.26,-0.00306
-8.29929, -9.56, -8.3,-8.1476,-0.15169
9.60901, -17.91, 9.61,9.4576,-0.15141
6.4965, -3.11, 6.5,6.6524,0.1559
-7.23827, 13.74, -7.24,-7.24,0.00173
7.14719, -14.39, 7.15,6.9976,-0.14959
-1.05503, -8.21, -1.06,-0.9076,-0.14743
3.5527, -4.61, 3.55,3.3976,-0.1551
8.75302, 5.2, 8.75,8.75,-0.00302
3.81694, -4.93, 3.82,3.9724,0.15546
-0.4989, 4.32, -0.5,-0.5,0.0011
-0.60173, 0.1, -0.6,-0.6,-0.00173
-3.25772, 2.66, -3.26,-3.26,0.00228
-6.85818, 3.6, -6.86,-6.86,0.00182
3.57928, -10.44, 3.58,3.4276,-0.15168
5.77098, 2.19, 5.77,5.77,-0.00098
0.77977, -4.99, 0.78,0.9324,0.15263
4.6681, -3.89, 4.67,4.5176,-0.1505
7.37219, 2.7, 7.37,7.37,-0.00219
-4.42956, -11.8, -4.43,-4.2776,-0.15196
-0.60264, -3.83, -0.6,-0.7524,0.14976
-5.38471, -4.78, -5.38,-5.2276,-0.15711
7.27244, -12.65, 7.27,7.1176,-0.15484
1.60328, -5.67, 1.6,1.7524,0.14912
2.21882, -0.62, 2.22,2.0676,-0.15122
-8.70046, -10.92, -8.7,-8.5476,-0.15286
-8.81324, 0.11, -8.81,-8.81,-0.00324
2.31063, -11.12, 2.31,2.1576,-0.15303
-0.24173, -2.55, -0.24,-0.0876,-0.15413
4.77273, -5.01, 4.77,4.6176,-0.15513
-0.91858, -5.69, -0.92,-0.7676,-0.15098
7.60455, -8.52, 7.6,7.4476,-0.15695
9.55511, 1.96, 9.56,9.56,0.00489
-6.65388, -16.21, -6.65,-6.4976,-0.15628
3.34148, -9.99, 3.34,3.1876,-0.15388
8.48013, 5.14, 8.48,8.48,-0.00013
6.88517, -1.59, 6.89,7.0424,0.15723
-7.90899, 14.8, -7.91,-7.91,0.00101
-4.24661, -3.66, -4.25,-4.4024,0.15579
0.31635, 4.57, 0.32,0.32,0.00365
-2.29429, -2.61, -2.29,-2.1376,-0.15669
4.64047, -6.93, 4.64,4.4876,-0.15287
8.78899, 4.15, 8.79,8.79,0.00101
0.80517, -7.98, 0.81,0.9624,0.15723
-6.38384, 7.19, -6.38,-6.38,-0.00384
6.24449, -12.62, 6.24,6.0876,-0.15689
-0.63832, -6.88, -0.64,-0.4876,-0.15072
-1.1441, 0.5, -1.14,-1.14,-0.0041
0.75188, -1.89, 0.75,0.5976,-0.15428
-5.23725, -5.99, -5.24,-5.0876,-0.14965
0.59899, -5.84, 0.6,0.4476,-0.15139
-7.00533, -7.61, -7.01,-6.8576,-0.14773
2.9911, -10, 2.99,2.8376,-0.1535
4.05348, 1.06, 4.05,4.05,-0.00348
9.018, 4.97, 9.02,9.02,0.002
8.32619, -0.69, 8.33,8.4824,0.15621
8.76414, -0.43, 8.76,8.6076,-0.15654
-2.67015, -11.43, -2.67,-2.5176,-0.15255
-2.52068, -0.15, -2.52,-2.6724,0.15172
-8.98551, -6.47, -8.99,-8.8376,-0.14791
5.32902, -14.32, 5.33,5.1776,-0.15142
-6.83208, -12.16, -6.83,-6.6776,-0.15448
-7.88075, 1.05, -7.88,-7.88,-0.00075
-6.38181, -1.5, -6.38,-6.5324,0.15059
-9.20196, -2.82, -9.2,-9.0476,-0.15436
1.79588, -11, 1.8,1.6476,-0.14828
8.1686, 6.37, 8.17,8.17,0.0014
5.5854, -2.58, 5.59,5.7424,0.157
-0.98881, 6.58, -0.99,-0.99,0.00119
-6.77552, 5.79, -6.78,-6.78,0.00448
-5.3137, -1.47, -5.31,-5.4624,0.1487
0.65985, 5.97, 0.66,0.66,0.00015
-9.44005, -10.1, -9.44,-9.2876,-0.15245
-6.26915, -3.17, -6.27,-6.4224,0.15325
4.59497, 10.86, 4.59,4.59,-0.00497
5.25095, 0.66, 5.25,5.25,-0.00095
-1.66291, -6.91, -1.66,-1.5076,-0.15531
-1.88953, 0.23, -1.89,-1.89,0.00047
-4.2136, 2.32, -4.21,-4.21,-0.0036
-6.36755, 2.16, -6.37,-6.37,0.00245
7.92779, -14.3, 7.93,7.7776,-0.15019
-5.26228, -13.19, -5.26,-5.1076,-0.15468
1.69312, -6.95, 1.69,1.5376,-0.15552
0.40541, -1.28, 0.41,0.5624,0.15699
8.74083, -8.33, 8.74,8.5876,-0.15323
3.30573, -5.43, 3.31,3.4624,0.15667
7.52947, -4.22, 7.53,7.3776,-0.15187
-9.84736, -17.38, -9.85,-9.6976,-0.14976
4.22042, -14.07, 4.22,4.0676,-0.15282
0.78014, -3.44, 0.78,0.9324,0.15226
-6.03066, 6.81, -6.03,-6.03,-0.00066
-6.3518, 0.32, -6.35,-6.35,-0.0018
-0.64159, -5.71, -0.64,-0.7924,0.15081
-3.56369, -2.92, -3.56,-3.4076,-0.15609
-5.94492, 2.38, -5.94,-5.94,-0.00492
-9.20766, 3.27, -9.21,-9.21,0.00234
4.95517, -14.17, 4.96,4.8076,-0.14757
0.19087, -4.77, 0.19,0.3424,0.15153
-9.18819, 9.38, -9.19,-9.19,0.00181
-1.30578, -7.88, -1.31,-1.4624,0.15662
4.34342, 5.65, 4.34,4.34,-0.00342
-3.85669, -8.2, -3.86,-3.7076,-0.14909
-4.72642, 0.87, -4.73,-4.73,0.00358
5.77322, -10.5, 5.77,5.6176,-0.15562
1.7915, -3.98, 1.79,1.9424,0.1509
-1.83195, 3.62, -1.83,-1.83,-0.00195
-2.98461, 1.15, -2.98,-2.98,-0.00461
5.20363, -8.18, 5.2,5.0476,-0.15603
-5.69666, -10.9, -5.7,-5.5476,-0.14906
-1.07029, -4.63, -1.07,-1.2224,0.15211
0.00221, 1.07, 0,0,-0.00221
-7.69303, -7.69, -7.69,-7.5376,-0.15543
-0.75016, -6.94, -0.75,-0.9024,0.15224
-3.64683, -2.9, -3.65,-3.4976,-0.14923
-5.80488, 2.15, -5.8,-5.8,-0.00488
6.97233, -12.77, 6.97,6.8176,-0.15473
-0.17375, -7.14, -0.17,-0.0176,-0.15615
6.98489, -7.15, 6.98,6.8276,-0.15729
-7.16702, -14.15, -7.17,-7.0176,-0.14942
-8.12664, 0.96, -8.13,-8.13,0.00336
-1.36849, -6.76, -1.37,-1.5224,0.15391
8.19327, 9.56, 8.19,8.19,-0.00327
-1.45009, -9.64, -1.45,-1.2976,-0.15249
0.55583, -2.01, 0.56,0.4076,-0.14823
-8.05493, -8.61, -8.05,-7.8976,-0.15733
-5.58255, -2.47, -5.58,-5.7324,0.14985
-3.13788, 2.44, -3.14,-3.14,0.00212
-5.91875, -2.78, -5.92,-5.7676,-0.15115
3.11656, -9.04, 3.12,2.9676,-0.14896
5.51659, 2.4, 5.52,5.52,0.00341
-4.4604, -9.98, -4.46,-4.3076,-0.1528
3.91408, -8.37, 3.91,3.7576,-0.15648
5.61925, 1.71, 5.62,5.62,0.00075
-1.86055, -7.48, -1.86,-1.7076,-0.15295
-8.60768, 6.75, -8.61,-8.61,0.00232
-1.63513, -6.97, -1.64,-1.7924,0.15727
-8.22111, -6.58, -8.22,-8.0676,-0.15351
2.77687, -11, 2.78,2.6276,-0.14927
6.18515, 3.41, 6.19,6.19,0.00485
3.59869, -2.59, 3.6,3.7524,0.15371
-1.89667, 5.5, -1.9,-1.9,0.00333
-2.04694, 0.15, -2.05,-2.05,0.00306
5.51357, -7.56, 5.51,5.3576,-0.15597
-2.74367, -8.25, -2.74,-2.5876,-0.15607
-1.29316, -1.45, -1.29,-1.4424,0.14924
-1.79052, -0.5, -1.79,-1.6376,-0.15292
-3.38281, 1.59, -3.38,-3.38,-0.00281
7.91122, -11.29, 7.91,7.7576,-0.15362
-7.67703, -15.59, -7.68,-7.5276,-0.14943
-1.36136, -6.32, -1.36,-1.5124,0.15104
-0.42508, 0.93, -0.43,-0.43,0.00492
-4.74362, -4.31, -4.74,-4.5876,-0.15602
-3.81015, -0.93, -3.81,-3.9624,0.15225
-7.90087, -4.09, -7.9,-7.7476,-0.15327
2.93478, -10.83, 2.93,2.7776,-0.15718
-1.7186, -4.65, -1.72,-1.5676,-0.151
-9.69556, 7.98, -9.7,-9.7,0.00444
-7.17005, -2.53, -7.17,-7.3224,0.15235
0.56021, 7.73, 0.56,0.56,-0.00021
-5.66737, -6.23, -5.67,-5.5176,-0.14977
-7.613, 1.94, -7.61,-7.61,-0.003
2.22818, -9.84, 2.23,2.0776,-0.15058
-1.32175, -3.55, -1.32,-1.1676,-0.15415
7.80812, -9.13, 7.81,7.6576,-0.15052
8.58308, 0.77, 8.58,8.58,-0.00308
-0.98444, -9.56, -0.98,-0.8276,-0.15684
-3.35985, 2.38, -3.36,-3.36,0.00015
6.3624, -9.72, 6.36,6.2076,-0.1548
-5.02942, -11.39, -5.03,-4.8776,-0.15182
-0.21022, -4.82, -0.21,-0.3624,0.15218
-0.17636, 0.03, -0.18,-0.18,0.00364
6.22506, 6.41, 6.23,6.23,0.00494
8.70827, 2.48, 8.71,8.71,0.00173
3.00984, -5.7, 3.01,3.1624,0.15256
4.44863, -1.44, 4.45,4.2976,-0.15103
-8.18522, -12.64, -8.19,-8.0376,-0.14762
-0.71129, -7.48, -0.71,-0.8624,0.15111
-2.09433, -1.38, -2.09,-1.9376,-0.15673
9.33874, -11.43, 9.34,9.1876,-0.15114
0.5298, -8.81, 0.53,0.6824,0.1526
-1.80403, 2.33, -1.8,-1.8,-0.00403
-6.95154, 5.15, -6.95,-6.95,-0.00154
-7.20835, 0.26, -7.21,-7.21,0.00165
1.91271, -9.12, 1.91,1.7576,-0.15511
7.78697, 5.88, 7.79,7.79,0.00303
3.7511, -4.04, 3.75,3.9024,0.1513
7.56419, -3.81, 7.56,7.4076,-0.15659
5.63777, -1.92, 5.64,5.7924,0.15463
8.76443, -3.12, 8.76,8.6076,-0.15683
4.59109, -4.17, 4.59,4.7424,0.15131
-4.65903, 9.25, -4.66,-4.66,0.00097
-6.03377, 1.37, -6.03,-6.03,-0.00377
-4.8482, -1.18, -4.85,-5.0024,0.1542
6.89491, 11.74, 6.89,6.89,-0.00491
-3.53217, -10.42, -3.53,-3.3776,-0.15457
1.8791, -5.41, 1.88,1.7276,-0.1515
-7.34358, -9.22, -7.34,-7.1876,-0.15598
-5.11528, -2.22, -5.12,-5.2724,0.15712
0.2274, 5.35, 0.23,0.23,0.0026
3.15079, 2.92, 3.15,3.15,-0.00079
-2.86996, -6.02, -2.87,-2.7176,-0.15236
4.86526, -7.74, 4.87,4.7176,-0.14766
2.10445, -2.77, 2.1,2.2524,0.14795
6.95392, -4.85, 6.95,6.7976,-0.15632
4.07575, -2.87, 4.08,4.2324,0.15665
-3.41449, 7.49, -3.41,-3.41,-0.00449
8.21536, -11.63, 8.22,8.0676,-0.14776
-7.50464, -15.72, -7.5,-7.3476,-0.15704
4.57012, -12.07, 4.57,4.4176,-0.15252
5.01614, 0.45, 5.02,5.02,0.00386
5.12888, 0.11, 5.13,5.13,0.00112
4.28406, -0.85, 4.28,4.4324,0.14834
-9.08471, 13.36, -9.08,-9.08,-0.00471
0.40716, -9.49, 0.41,0.2576,-0.14956
8.7129, 8.3, 8.71,8.71,-0.0029
-0.17927, -8.89, -0.18,-0.0276,-0.15167
9.3526, -9.53, 9.35,9.1976,-0.155
7.14093, -2.21, 7.14,7.2924,0.15147
-1.29589, 8.44, -1.3,-1.3,0.00411
0.58613, -1.89, 0.59,0.4376,-0.14853
-2.29779, -2.89, -2.3,-2.1476,-0.15019
-5.79138, 3.49, -5.79,-5.79,-0.00138
-9.97612, 4.19, -9.98,-9.98,0.00388
-0.22727, -9.75, -0.23,-0.3824,0.15513
-6.22176, -5.99, -6.22,-6.0676,-0.15416
5.98181, -12.2, 5.98,5.8276,-0.15421
-8.62648, -14.61, -8.63,-8.4776,-0.14888
-9.12997, 0.5, -9.13,-9.13,3E-05
-9.95374, 0.82, -9.95,-9.95,-0.00374
-1.2607, -8.69, -1.26,-1.4124,0.1517
-0.44887, 0.81, -0.45,-0.45,0.00113
4.77978, 5.23, 4.78,4.78,0.00022
-2.79817, -7.58, -2.8,-2.6476,-0.15057
-2.61087, -0.19, -2.61,-2.7624,0.15153
-2.46089, 0.15, -2.46,-2.46,-0.00089
-2.13732, 0.32, -2.14,-2.14,0.00268
5.85806, 8, 5.86,5.86,0.00194
7.63619, 1.78, 7.64,7.64,0.00381
-2.61457, -10.25, -2.61,-2.4576,-0.15697
-7.58436, 4.97, -7.58,-7.58,-0.00436
-2.58018, -5, -2.58,-2.7324,0.15222
-2.40631, 0.17, -2.41,-2.41,0.00369
-8.17263, -5.76, -8.17,-8.0176,-0.15503
0.58227, -8.75, 0.58,0.4276,-0.15467
3.93303, 3.35, 3.93,3.93,-0.00303
-0.64403, -4.57, -0.64,-0.4876,-0.15643
-6.8466, 6.21, -6.85,-6.85,0.0034
-8.17035, 1.32, -8.17,-8.17,-0.00035
-7.08876, -1.08, -7.09,-7.2424,0.15364
4.94668, 12.04, 4.95,4.95,0.00332
-4.76686, -9.72, -4.77,-4.6176,-0.14926
5.2508, -10.02, 5.25,5.0976,-0.1532
5.70927, 0.46, 5.71,5.71,0.00073
-9.70326, -15.41, -9.7,-9.5476,-0.15566
-2.30437, -7.4, -2.3,-2.4524,0.14803
-1.18387, 1.12, -1.18,-1.18,-0.00387
1.27307, 2.45, 1.27,1.27,-0.00307
-0.65911, -1.93, -0.66,-0.5076,-0.15151
1.15581, -1.82, 1.16,1.0076,-0.14821
3.05877, 1.9, 3.06,3.06,0.00123
2.53029, -0.53, 2.53,2.6824,0.15211
-9.32748, 11.86, -9.33,-9.33,0.00252
-7.18854, -2.14, -7.19,-7.3424,0.15386
0.9668, 8.16, 0.97,0.97,0.0032
9.44245, 8.47, 9.44,9.44,-0.00245
-3.18107, -12.62, -3.18,-3.0276,-0.15347
-2.41767, -0.76, -2.42,-2.5724,0.15473
2.32424, 4.74, 2.32,2.32,-0.00424
-3.45818, -5.78, -3.46,-3.3076,-0.15058
-3.89801, 0.44, -3.9,-3.9,0.00199
2.57821, -6.48, 2.58,2.4276,-0.15061
1.6403, -0.94, 1.64,1.7924,0.1521
6.90421, -5.26, 6.9,6.7476,-0.15661
-0.60886, -7.51, -0.61,-0.4576,-0.15126
-6.10388, 5.49, -6.1,-6.1,-0.00388
-9.21272, 3.11, -9.21,-9.21,-0.00272
7.07868, -16.29, 7.08,6.9276,-0.15108
